Iteracion,1025,4097,16385,131073,1048577,4194305
1,0.014448,0.055434,0.213125,1.795409,19.346675,111.700832
2,0.015581,0.057443,0.210614,1.811627,19.539070,112.036261
3,0.014451,0.055799,0.212489,1.811807,19.610221,105.078827
4,0.015391,0.059443,0.210714,1.815627,18.530070,113.036961
5,0.014521,0.054979,0.212579,1.821817,20.612321,104.088927
Promedio (s),0.014878,0.056620,0.211904,1.811257,19.527671,109.188362
Speedup (vs secuencial),5.112284,5.085345,5.435380,5.058967,3.719907,3.428549
