Iteracion,1025,4097,16385,131073,1048577,4194305
1,0.162719,0.412690,0.830766,5.501491,41.577559,241.924094
2,0.164505,0.353845,0.823260,5.374566,41.477316,214.563149
3,0.166467,0.293420,0.801957,5.549812,41.568731,238.166204
4,0.175515,0.353755,0.823260,5.374566,40.474105,230.864125
5,0.166467,0.293420,0.801957,5.549812,41.568731,239.223440
Promedio (s),0.167135,0.341426,0.816240,5.470049,41.333288,232.948202
Speedup (vs secuencial),0.455098,0.843317,1.411080,1.675139,1.757448,1.607042
