Iteracion,1025,4097,16385,131073,1048577,4194305
1,0.341057,0.358204,0.518775,2.137971,14.632306,79.958864
2,0.363584,0.346081,0.522976,2.136132,14.697877,84.964472
3,0.341604,0.360384,0.539644,2.149130,14.712725,83.377312
4,0.360544,0.346090,0.523106,2.216032,14.727217,84.939572
5,0.341501,0.362304,0.540044,2.248132,14.522425,83.421002
Promedio (s),0.349658,0.354613,0.528909,2.177479,14.658510,83.332244
Speedup (vs secuencial),0.217534,0.811957,2.177652,4.208118,4.955560,4.492350
