Iteracion,1025,4097,16385,131073,1048577,4194305
1,0.186454,0.235277,0.474678,2.920696,22.385311,101.415802
2,0.168922,0.231698,0.519903,3.022700,22.012476,122.083870
3,0.165476,0.261693,0.486919,2.961698,23.518846,134.705459
4,0.175515,0.235367,0.519013,3.012200,22.012476,123.093179
5,0.163406,0.261794,0.486927,2.961698,22.515816,131.718459
Promedio (s),0.171955,0.245166,0.497488,2.975798,22.488985,122.603354
Speedup (vs secuencial),0.442341,1.174431,2.315191,3.079204,3.230075,3.053404
