Iteracion,1025,4097,16385,131073,1048577,4194305
1,0.192815,0.249507,0.432743,2.254356,13.643060,81.343231
2,0.208719,0.268759,0.454486,2.289496,17.943044,84.370736
3,0.193710,0.252642,0.444391,2.135627,13.768658,115.408427
4,0.208699,0.268801,0.454321,2.239991,17.939054,84.391006
5,0.192790,0.253691,0.454201,2.119927,13.758758,116.100027
Promedio (s),0.199347,0.258680,0.448028,2.207879,15.410515,96.322685
Speedup (vs secuencial),0.381560,1.113075,2.570774,4.150177,4.713737,3.886495
